epoch,loss_lb,loss_ub,Precision_stu,Recall_stu,mAP50_stu,mAP50-95_stu,Precision_tea,Recall_tea,mAP50_tea,mAP50-95_tea,best_mAP50,best_mAP50_stu
0,6.410093784332275,0.0,0.3947387542292973,0.4352286567650332,0.29532261093912393,0.1094713363139452,0.3947387542292973,0.4352286567650332,0.29532261093912393,0.1094713363139452,0.29532261093912393,0.29532261093912393
1,6.027437996864319,0.0,0.36678860937639257,0.42168125271491397,0.27610052761614856,0.10444925318642281,0.36678860937639257,0.42168125271491397,0.27610052761614856,0.10444925318642281,0.29532261093912393,0.29532261093912393
2,5.372078859806061,0.0,0.40714974947857985,0.47458577591332335,0.3203772365721681,0.1328704603516588,0.40714974947857985,0.47458577591332335,0.3203772365721681,0.1328704603516588,0.3203772365721681,0.3203772365721681
3,5.218214297294617,0.0,0.3889707486069462,0.4431644296179693,0.3043515531791915,0.11877732353446242,0.3889707486069462,0.4431644296179693,0.3043515531791915,0.11877732353446242,0.3203772365721681,0.3203772365721681
4,4.767024898529053,0.0,0.3889971761931705,0.4705954758578589,0.30315662349517536,0.12672857940171522,0.3889971761931705,0.4705954758578589,0.30315662349517536,0.12672857940171522,0.3203772365721681,0.3203772365721681
5,4.738076257705688,0.0,0.41181823882805935,0.4273298242690595,0.30278935734149104,0.12453879302404458,0.41181823882805935,0.4273298242690595,0.30278935734149104,0.12453879302404458,0.3203772365721681,0.3203772365721681
6,4.556827855110169,0.0,0.39565924164670596,0.42251038846425454,0.28689203045485506,0.11661736462002455,0.39565924164670596,0.42251038846425454,0.28689203045485506,0.11661736462002455,0.3203772365721681,0.3203772365721681
7,4.337964928150177,0.0,0.3913528486935689,0.4386649862848814,0.29284696099111823,0.12884729108226617,0.3913528486935689,0.4386649862848814,0.29284696099111823,0.12884729108226617,0.3203772365721681,0.3203772365721681
8,4.126554787158966,0.0,0.4121446580882011,0.46340026278884594,0.3183674143268626,0.144109460174606,0.4121446580882011,0.46340026278884594,0.3183674143268626,0.144109460174606,0.3203772365721681,0.3203772365721681
9,4.057726705074311,0.0,0.4296731690387212,0.44520504729309424,0.3318866201180839,0.1476859656661855,0.4296731690387212,0.44520504729309424,0.3318866201180839,0.1476859656661855,0.3318866201180839,0.3318866201180839
10,4.00191365480423,0.012080691196024418,0.38577419412425035,0.4398636604226678,0.303093105530157,0.13065821372048048,0.3955417696908562,0.4888276317105731,0.3279452004149759,0.15137857529203347,0.3318866201180839,0.303093105530157
11,3.68005827665329,0.032431024871766564,0.399718362657074,0.46533457582358795,0.3124664116328315,0.1368292297601012,0.39737615093021683,0.5162892144134262,0.3394578843806743,0.15756017498932898,0.3394578843806743,0.3124664116328315
12,3.6474339604377746,0.08023852668702602,0.42391647094609375,0.4529683194645212,0.33342519200131715,0.1514926134257923,0.4000398530166707,0.5115671177974056,0.34224407764077114,0.15923774263747742,0.34224407764077114,0.33342519200131715
13,3.6652032136917114,0.15729598067700862,0.40342733289110344,0.4662723755426795,0.3231022583382105,0.1489240166159081,0.41678786343807006,0.4748186754266544,0.34093467044329917,0.15934245736033859,0.34224407764077114,0.33342519200131715
14,3.5707676887512205,0.2614111639559269,0.4364556714824095,0.43956672196934704,0.3303375648481501,0.15031134539242438,0.4247635212260171,0.46028372351248326,0.342639522082519,0.1615648199159349,0.342639522082519,0.33342519200131715
15,3.388752782344818,0.48700164407491686,0.4019007665400973,0.4980340045423157,0.3423826651904698,0.16181985389263934,0.4377613467184967,0.4564033682055696,0.34400828792815286,0.1631843843189211,0.34400828792815286,0.3423826651904698
16,3.3871890187263487,0.7553257793188095,0.40415363429062057,0.4942853672235493,0.3398988184480989,0.15939496760973143,0.4284036609067262,0.46538196463918036,0.344829362075152,0.16356020032206772,0.344829362075152,0.3398988184480989
17,3.328012228012085,1.0677854508161544,0.3870317684079998,0.46209784556827616,0.31884425151130474,0.1431595553047913,0.4372432520514197,0.4549051940568628,0.34516645710468496,0.16373919937801645,0.34516645710468496,0.3398988184480989
18,3.35220685005188,1.2798515200614928,0.41412049233524567,0.45740756619401884,0.3252758743514227,0.15416090395936954,0.41805951385969276,0.4773517862550055,0.3485813459492827,0.1676388191780211,0.3485813459492827,0.3398988184480989
19,3.4133644819259645,1.6161451131105422,0.4295909833884517,0.4555716708986295,0.3464750468089445,0.16935442095193015,0.4259833790628518,0.4880612541224225,0.3594238678259094,0.1735840504534537,0.3594238678259094,0.3464750468089445
20,3.172981560230255,1.6946323335170745,0.4315745661388828,0.4469666574180955,0.33901193178234096,0.16376297210475965,0.41470178453341544,0.4815019814322127,0.3477688423858644,0.17121065748706263,0.3594238678259094,0.3464750468089445
21,3.263596796989441,1.6294545471668243,0.3586799140097162,0.44415474126785237,0.2595995848955006,0.12423839480017418,0.39854490149181365,0.4789342895762671,0.32525766212205504,0.15899852177368623,0.3594238678259094,0.3464750468089445
22,3.203915166854858,1.3280121624469756,0.38092554886233954,0.4521404644939805,0.28158959611611145,0.13612074098825266,0.3830906438704813,0.4634794688462016,0.29760116321788205,0.14474145439911656,0.3594238678259094,0.3464750468089445
23,3.186290144920349,1.295705619454384,0.35861874300122054,0.4750180724629592,0.2709784117967099,0.12720177023434154,0.3697407217086325,0.47161632397070546,0.2841644683873006,0.13631332782997407,0.3594238678259094,0.3464750468089445
24,3.2226202487945557,1.174652746319771,0.3765974307640974,0.47158046216431126,0.30826491635794473,0.1462339580301243,0.3730872000755233,0.4862958016610218,0.2975140463042508,0.1422698972577307,0.3594238678259094,0.3464750468089445
25,3.2199435353279116,1.1790783286094666,0.40493786682159216,0.47532781870427787,0.3195094657242309,0.14951616260852713,0.3813800865800866,0.5019169214068291,0.3163468728203452,0.15191810845468273,0.3594238678259094,0.3464750468089445
26,3.083864998817444,1.0956439942121505,0.4186702193710126,0.47511669243054333,0.3303394642352325,0.15754712565376655,0.423422171353826,0.46513241500145197,0.32905380466786294,0.1589057644472868,0.3594238678259094,0.3464750468089445
27,3.155525970458984,1.151761719584465,0.39904874404344304,0.5064983345831038,0.3332390865024115,0.15825252175148574,0.43286883977109164,0.47082305002775926,0.3405541981451507,0.164017589100876,0.3594238678259094,0.3464750468089445
28,2.9835824251174925,1.34733746945858,0.4348870117658531,0.47444381169477773,0.34572607465919947,0.16335937792324823,0.4359898837433641,0.4833353151700025,0.35503392928634764,0.17097089032060658,0.3594238678259094,0.3464750468089445
29,3.039246571669355,1.210650497674942,0.4239764943960149,0.49579506838145426,0.35937235022306946,0.17122944984285204,0.44906019931124574,0.47969170171281916,0.366713080165133,0.17683480504049987,0.366713080165133,0.35937235022306946
30,3.052696645259857,1.2371442645788193,0.44511519523578796,0.47775590567104587,0.3630298989459001,0.17367576894560513,0.4494969536636203,0.4846556632937694,0.3718648458771637,0.1796296986412999,0.3718648458771637,0.3630298989459001
