iter,loss,loss_lb,loss_ulb,loss_consist,loss_conflict,cons_w,high_r,conflict_r,lr,n_consist,n_conflict,n_from_student
1,44.78628158569336,44.644287109375,42.14806365966797,42.14806365966797,0.0,0.0033689734995427335,1.0,0.0,0.01,81,0,0
2,54.080257415771484,53.900177001953125,53.452579498291016,38.01072311401367,15.44185733795166,0.0033689734995427335,0.75,0.2888889014720917,0.009999699999499994,64,26,3
3,59.883644104003906,59.74582290649414,40.90900802612305,24.42828369140625,16.48072624206543,0.0033689734995427335,1.0,0.4028629958629608,0.009999399997999951,292,197,11
4,46.88954162597656,46.731143951416016,47.016990661621094,10.889965057373047,36.12702560424805,0.0033689734995427335,1.0,0.7683823704719543,0.009999099995499834,63,209,2
5,39.18081283569336,39.04047775268555,41.65519714355469,15.220168113708496,26.435028076171875,0.0033689734995427335,0.75,0.6346153616905212,0.009998799991999608,57,99,5
6,27.18309211730957,27.04641342163086,40.569618225097656,5.983695983886719,40.438201904296875,0.0033689734995427335,0.75,0.8711018562316895,0.009998499987499236,62,419,2
7,42.7100715637207,42.53861999511719,50.891754150390625,4.199804782867432,46.69194793701172,0.0033689734995427335,1.0,0.917475700378418,0.00999819998199868,17,189,2
8,32.256370544433594,32.09418487548828,48.14127731323242,3.388709545135498,50.510955810546875,0.0033689734995427335,1.0,0.9371293187141418,0.009997899975497904,53,790,4
9,28.916719436645508,28.782760620117188,39.76222229003906,2.0736491680145264,37.68857192993164,0.0033689734995427335,1.0,0.9478487372398376,0.009997599967996871,40,727,4
10,28.471494674682617,28.35980987548828,33.150779724121094,1.2011151313781738,31.949665069580078,0.0033689734995427335,0.5,0.9637681245803833,0.009997299959495545,5,133,0
11,32.647884368896484,32.566650390625,24.112886428833008,0.4305872917175293,23.68229866027832,0.0033689734995427335,0.5,0.9821428656578064,0.009996999949993889,2,110,0
12,30.69703483581543,30.5870418548584,32.64884567260742,0.0,32.64884567260742,0.0033689734995427335,0.0,1.0,0.009996699939491866,0,190,0
13,33.24870681762695,33.145721435546875,30.56850242614746,0.0,30.56850242614746,0.0033689734995427335,0.0,1.0,0.009996399927989438,0,137,0
14,31.662349700927734,31.562246322631836,29.71322250366211,0.0,29.71322250366211,0.0033689734995427335,0.0,1.0,0.009996099915486572,0,240,0
15,28.494089126586914,28.38888168334961,31.22846031188965,0.0,31.22846031188965,0.0033689734995427335,0.0,1.0,0.009995799901983227,0,139,0
16,34.50872039794922,34.41074752807617,29.08086585998535,0.0,29.08086585998535,0.0033689734995427335,0.0,1.0,0.009995499887479371,0,279,0
17,34.99290084838867,34.88335418701172,32.516456604003906,0.0,32.516456604003906,0.0033689734995427335,0.0,1.0,0.00999519987197496,0,152,0
18,27.857662200927734,27.761699676513672,28.484167098999023,0.0,28.484167098999023,0.0033689734995427335,0.0,1.0,0.009994899855469967,0,255,0
19,29.004104614257812,28.880605697631836,36.65766143798828,0.0,36.65766143798828,0.0033689734995427335,0.0,1.0,0.009994599837964349,0,98,0
20,30.552583694458008,30.428813934326172,36.73807907104492,0.0,36.73807907104492,0.0033689734995427335,0.0,1.0,0.00999429981945807,0,225,0
21,26.231529235839844,26.14632225036621,25.291749954223633,0.0,25.291749954223633,0.0033689734995427335,0.0,1.0,0.009993999799951093,0,208,0
22,28.5000057220459,28.417409896850586,24.516382217407227,0.0,24.516382217407227,0.0033689734995427335,0.0,1.0,0.009993699779443383,0,271,0
23,47.855690002441406,47.75038146972656,31.258907318115234,0.0,31.258907318115234,0.0033689734995427335,0.0,1.0,0.009993399757934904,0,104,0
24,29.46827507019043,29.362422943115234,31.419578552246094,0.14682045578956604,31.27275848388672,0.0033689734995427335,0.25,0.9953271150588989,0.009993099735425616,1,213,0
25,28.38249397277832,28.261165618896484,36.01338195800781,36.01338195800781,0.0,0.0033689734995427335,1.0,0.0,0.009992799711915485,620,0,0
26,32.112030029296875,31.977611541748047,39.89872741699219,39.89872741699219,0.0,0.0033689734995427335,1.0,0.0,0.009992499687404472,550,0,16
27,31.629470825195312,31.498096466064453,38.995540618896484,38.995540618896484,0.0,0.0033689734995427335,1.0,0.0,0.009992199661892543,887,0,46
28,28.056705474853516,27.933895111083984,36.45334243774414,36.45334243774414,0.0,0.0033689734995427335,1.0,0.0,0.009991899635379659,608,0,5
29,31.4511775970459,31.310749053955078,41.682804107666016,41.682804107666016,0.0,0.0033689734995427335,1.0,0.0,0.009991599607865784,1169,0,90
30,29.725387573242188,29.601116180419922,36.88721466064453,36.88721466064453,0.0,0.0033689734995427335,1.0,0.0,0.00999129957935088,1194,0,46
31,28.50503158569336,28.36170768737793,42.54256057739258,44.31195831298828,0.0,0.0033689734995427335,1.0,0.0,0.009990999549834914,1186,0,267
32,29.41199493408203,29.28638458251953,37.284603118896484,37.284603118896484,0.0,0.0033689734995427335,1.0,0.0,0.009990699519317844,1310,0,12
33,27.271255493164062,27.14952850341797,36.13162612915039,36.13162612915039,0.0,0.0033689734995427335,1.0,0.0,0.00999039948779964,1293,0,173
34,33.13218688964844,33.014892578125,34.81575012207031,34.81575012207031,0.0,0.0033689734995427335,1.0,0.0,0.009990099455280258,1413,0,56
35,29.1318302154541,29.017101287841797,34.0546989440918,34.0546989440918,0.0,0.0033689734995427335,1.0,0.0,0.009989799421759666,1474,0,42
36,26.446455001831055,26.346935272216797,29.5402774810791,29.5402774810791,0.0,0.0033689734995427335,1.0,0.0,0.009989499387237826,1497,0,44
37,30.488840103149414,30.3778076171875,32.9574089050293,32.9574089050293,0.0,0.0033689734995427335,1.0,0.0,0.009989199351714701,1316,0,28
38,29.50094985961914,29.391639709472656,32.446022033691406,32.446022033691406,0.0,0.0033689734995427335,1.0,0.0,0.009988899315190255,1352,0,19
39,26.937034606933594,26.801593780517578,40.202392578125,42.71166229248047,0.0,0.0033689734995427335,1.0,0.0,0.009988599277664448,1216,0,4
40,26.991256713867188,26.862884521484375,38.10429000854492,38.10429000854492,0.0,0.0033689734995427335,1.0,0.0,0.009988299239137247,1642,0,14
41,28.2178955078125,28.109745025634766,32.10200500488281,32.10200500488281,0.0,0.0033689734995427335,1.0,0.0,0.009987999199608615,1347,0,26
42,24.56248664855957,24.46125602722168,30.047937393188477,30.047937393188477,0.0,0.0033689734995427335,1.0,0.0,0.009987699159078513,1393,0,11
43,24.888084411621094,24.7629451751709,37.14441680908203,39.49433135986328,0.0,0.0033689734995427335,1.0,0.0,0.009987399117546907,1200,0,2
44,29.144500732421875,29.020565032958984,36.78745651245117,36.78745651245117,0.0,0.0033689734995427335,1.0,0.0,0.009987099075013758,1195,0,2
45,30.035825729370117,29.897361755371094,41.09980773925781,41.09980773925781,0.0,0.0033689734995427335,1.0,0.0,0.00998679903147903,1980,0,15
46,29.36163330078125,29.26180648803711,29.63097381591797,29.63097381591797,0.0,0.0033689734995427335,1.0,0.0,0.009986498986942687,1518,0,19
47,27.343900680541992,27.239572525024414,30.967613220214844,30.967613220214844,0.0,0.0033689734995427335,1.0,0.0,0.00998619894140469,1453,0,9
48,30.652803421020508,30.539093017578125,33.75243377685547,33.75243377685547,0.0,0.0033689734995427335,1.0,0.0,0.009985898894865003,1345,0,2
49,28.9801082611084,28.844135284423828,40.360206604003906,40.360206604003906,0.0,0.0033689734995427335,1.0,0.0,0.009985598847323592,1218,0,2
50,28.251327514648438,28.140201568603516,32.98482894897461,32.98482894897461,0.0,0.0033689734995427335,1.0,0.0,0.009985298798780417,1685,0,14
51,27.360244750976562,27.222675323486328,40.834014892578125,0.3118930160999298,42.59072494506836,0.0033689734995427335,0.75,0.9927302002906799,0.009984998749235443,9,1229,13
52,26.69647789001465,26.594560623168945,30.251937866210938,23.609079360961914,6.642858982086182,0.0033689734995427335,1.0,0.21958456933498383,0.00998469869868863,1052,296,84
53,26.969396591186523,26.83379364013672,40.25069046020508,19.14061164855957,23.132503509521484,0.0033689734995427335,1.0,0.5472155213356018,0.009984398647139946,748,904,224
54,30.52588653564453,30.390247344970703,40.26103973388672,14.7654390335083,25.495601654052734,0.0033689734995427335,1.0,0.6332573890686035,0.009984098594589352,644,1112,159
55,25.202072143554688,25.075355529785156,37.613033294677734,16.6837215423584,26.744131088256836,0.0033689734995427335,1.0,0.6158289909362793,0.00998379854103681,665,1066,212
56,29.38922882080078,29.273326873779297,34.40259552001953,5.756076335906982,28.64651870727539,0.0033689734995427335,1.0,0.8326848149299622,0.009983498486482284,344,1712,71
57,23.229690551757812,23.114904403686523,34.071510314941406,5.508172512054443,28.563337326049805,0.0033689734995427335,1.0,0.8383349180221558,0.009983198430925738,334,1732,93
58,24.75636863708496,24.631893157958984,36.947837829589844,2.1636929512023926,42.0374641418457,0.0033689734995427335,0.75,0.9510489702224731,0.009982898374367135,112,2176,26
59,24.80052375793457,24.678363800048828,36.2601318359375,4.747296333312988,31.512834548950195,0.0033689734995427335,1.0,0.869076669216156,0.009982598316806437,268,1779,78
60,23.401445388793945,23.30910301208496,27.409605026245117,3.2441935539245605,24.1654109954834,0.0033689734995427335,1.0,0.8816402554512024,0.009982298258243608,254,1892,66
61,28.210609436035156,28.086849212646484,36.73521423339844,2.949542760848999,33.78567123413086,0.0033689734995427335,0.75,0.9197080135345459,0.009981998198678612,176,2016,30
62,25.606672286987305,25.487220764160156,35.45608901977539,2.0087532997131348,33.44733428955078,0.0033689734995427335,1.0,0.943345308303833,0.009981698138111412,126,2098,26
63,30.886499404907227,30.75848388671875,37.99833679199219,1.6693483591079712,36.32898712158203,0.0033689734995427335,1.0,0.9560678601264954,0.009981398076541968,101,2198,25
64,27.235755920410156,27.12488555908203,32.90943908691406,2.0695927143096924,30.839847564697266,0.0033689734995427335,1.0,0.9371125102043152,0.009981098013970248,142,2116,28
65,25.368898391723633,25.254215240478516,34.04124450683594,1.2042200565338135,32.8370246887207,0.0033689734995427335,0.75,0.9646247029304504,0.009980797950396213,82,2236,5
66,27.50472640991211,27.403213500976562,30.131969451904297,1.8241626024246216,28.30780601501465,0.0033689734995427335,1.0,0.9394608736038208,0.009980497885819825,137,2126,24
67,27.437999725341797,27.31682586669922,35.96784973144531,1.274573802947998,34.693275451660156,0.0033689734995427335,1.0,0.9645635485649109,0.009980197820241048,82,2232,5
68,24.45122528076172,24.34724998474121,30.86237335205078,0.8727149367332458,29.98965835571289,0.0033689734995427335,1.0,0.9717223644256592,0.009979897753659846,66,2268,6
69,25.083629608154297,24.957508087158203,37.43626403808594,0.7003365159034729,37.818172454833984,0.0033689734995427335,1.0,0.9818181991577148,0.009979597686076182,41,2214,1
